country,year,bacterium,antibiotic,n_isolates,pct_resistant
United Kingdom,2011,Klebsiella pneumoniae,Fluoroquinolones,985.0,4.6
United Kingdom,2012,Klebsiella pneumoniae,Fluoroquinolones,1036.0,7.4
United Kingdom,2013,Klebsiella pneumoniae,Fluoroquinolones,1155.0,8.7
United Kingdom,2014,Klebsiella pneumoniae,Fluoroquinolones,1129.0,7.7
Austria,2010,Pseudomonas aeruginosa,Aminoglycosides,501.0,11.0
Austria,2011,Pseudomonas aeruginosa,Aminoglycosides,536.0,13.4
Austria,2012,Pseudomonas aeruginosa,Aminoglycosides,592.0,11.5
Austria,2013,Pseudomonas aeruginosa,Aminoglycosides,618.0,7.4
Austria,2014,Pseudomonas aeruginosa,Aminoglycosides,638.0,6.6
Belgium,2010,Pseudomonas aeruginosa,Aminoglycosides,121.0,10.7
Belgium,2011,Pseudomonas aeruginosa,Aminoglycosides,424.0,12.5
Belgium,2012,Pseudomonas aeruginosa,Aminoglycosides,347.0,11.8
Belgium,2013,Pseudomonas aeruginosa,Aminoglycosides,487.0,12.7
Belgium,2014,Pseudomonas aeruginosa,Aminoglycosides,317.0,10.1
Bulgaria,2010,Pseudomonas aeruginosa,Aminoglycosides,42.0,21.4
Bulgaria,2011,Pseudomonas aeruginosa,Aminoglycosides,48.0,37.5
Bulgaria,2012,Pseudomonas aeruginosa,Aminoglycosides,52.0,32.7
Bulgaria,2013,Pseudomonas aeruginosa,Aminoglycosides,60.0,20.0
Bulgaria,2014,Pseudomonas aeruginosa,Aminoglycosides,48.0,31.3
Croatia,2010,Pseudomonas aeruginosa,Aminoglycosides,210.0,26.2
Croatia,2011,Pseudomonas aeruginosa,Aminoglycosides,227.0,35.2
Croatia,2012,Pseudomonas aeruginosa,Aminoglycosides,197.0,25.4
Croatia,2013,Pseudomonas aeruginosa,Aminoglycosides,246.0,23.6
Croatia,2014,Pseudomonas aeruginosa,Aminoglycosides,232.0,35.3
Cyprus,2010,Pseudomonas aeruginosa,Aminoglycosides,48.0,10.4
Cyprus,2011,Pseudomonas aeruginosa,Aminoglycosides,51.0,15.7
Cyprus,2012,Pseudomonas aeruginosa,Aminoglycosides,52.0,15.4
Cyprus,2013,Pseudomonas aeruginosa,Aminoglycosides,47.0,4.3
Cyprus,2014,Pseudomonas aeruginosa,Aminoglycosides,42.0,14.3
Czech Republic,2010,Pseudomonas aeruginosa,Aminoglycosides,510.0,32.7
Czech Republic,2011,Pseudomonas aeruginosa,Aminoglycosides,448.0,24.1
Czech Republic,2012,Pseudomonas aeruginosa,Aminoglycosides,489.0,23.7
Czech Republic,2013,Pseudomonas aeruginosa,Aminoglycosides,516.0,26.2
Czech Republic,2014,Pseudomonas aeruginosa,Aminoglycosides,446.0,20.6
Denmark,2010,Pseudomonas aeruginosa,Aminoglycosides,375.0,1.3
Denmark,2011,Pseudomonas aeruginosa,Aminoglycosides,404.0,2.2
Denmark,2012,Pseudomonas aeruginosa,Aminoglycosides,372.0,3.8
Denmark,2013,Pseudomonas aeruginosa,Aminoglycosides,408.0,4.9
Denmark,2014,Pseudomonas aeruginosa,Aminoglycosides,388.0,2.3
Estonia,2010,Pseudomonas aeruginosa,Aminoglycosides,10.0,20.0
Estonia,2011,Pseudomonas aeruginosa,Aminoglycosides,16.0,0.0
Estonia,2012,Pseudomonas aeruginosa,Aminoglycosides,33.0,24.2
Estonia,2013,Pseudomonas aeruginosa,Aminoglycosides,21.0,9.5
Estonia,2014,Pseudomonas aeruginosa,Aminoglycosides,40.0,7.5
Finland,2010,Pseudomonas aeruginosa,Aminoglycosides,270.0,4.1
Finland,2011,Pseudomonas aeruginosa,Aminoglycosides,269.0,4.8
Finland,2012,Pseudomonas aeruginosa,Aminoglycosides,326.0,2.5
Finland,2013,Pseudomonas aeruginosa,Aminoglycosides,326.0,3.1
Finland,2014,Pseudomonas aeruginosa,Aminoglycosides,305.0,2.3
France,2010,Pseudomonas aeruginosa,Aminoglycosides,1138.0,18.4
France,2011,Pseudomonas aeruginosa,Aminoglycosides,1599.0,21.3
France,2012,Pseudomonas aeruginosa,Aminoglycosides,1259.0,24.5
France,2013,Pseudomonas aeruginosa,Aminoglycosides,1869.0,15.5
France,2014,Pseudomonas aeruginosa,Aminoglycosides,1787.0,18.0
Germany,2010,Pseudomonas aeruginosa,Aminoglycosides,315.0,10.2
Germany,2011,Pseudomonas aeruginosa,Aminoglycosides,386.0,11.7
Germany,2012,Pseudomonas aeruginosa,Aminoglycosides,436.0,10.6
Germany,2013,Pseudomonas aeruginosa,Aminoglycosides,609.0,7.6
Germany,2014,Pseudomonas aeruginosa,Aminoglycosides,643.0,5.9
Greece,2010,Pseudomonas aeruginosa,Aminoglycosides,997.0,42.8
Greece,2011,Pseudomonas aeruginosa,Aminoglycosides,935.0,38.2
Greece,2012,Pseudomonas aeruginosa,Aminoglycosides,897.0,40.7
Greece,2013,Pseudomonas aeruginosa,Aminoglycosides,860.0,41.6
Greece,2014,Pseudomonas aeruginosa,Aminoglycosides,677.0,37.1
Hungary,2010,Pseudomonas aeruginosa,Aminoglycosides,636.0,28.9
Hungary,2011,Pseudomonas aeruginosa,Aminoglycosides,605.0,18.0
Hungary,2012,Pseudomonas aeruginosa,Aminoglycosides,619.0,26.7
Hungary,2013,Pseudomonas aeruginosa,Aminoglycosides,664.0,25.0
Hungary,2014,Pseudomonas aeruginosa,Aminoglycosides,741.0,21.3
Iceland,2010,Pseudomonas aeruginosa,Aminoglycosides,12.0,0.0
Iceland,2011,Pseudomonas aeruginosa,Aminoglycosides,17.0,0.0
Iceland,2012,Pseudomonas aeruginosa,Aminoglycosides,10.0,0.0
Iceland,2013,Pseudomonas aeruginosa,Aminoglycosides,11.0,0.0
Iceland,2014,Pseudomonas aeruginosa,Aminoglycosides,11.0,0.0
Ireland,2010,Pseudomonas aeruginosa,Aminoglycosides,219.0,4.6
Ireland,2011,Pseudomonas aeruginosa,Aminoglycosides,181.0,3.9
Ireland,2012,Pseudomonas aeruginosa,Aminoglycosides,215.0,9.8
Ireland,2013,Pseudomonas aeruginosa,Aminoglycosides,205.0,10.7
Ireland,2014,Pseudomonas aeruginosa,Aminoglycosides,178.0,5.6
Italy,2010,Pseudomonas aeruginosa,Aminoglycosides,511.0,22.5
Italy,2011,Pseudomonas aeruginosa,Aminoglycosides,335.0,17.6
Italy,2012,Pseudomonas aeruginosa,Aminoglycosides,701.0,30.2
Italy,2013,Pseudomonas aeruginosa,Aminoglycosides,783.0,27.2
Italy,2014,Pseudomonas aeruginosa,Aminoglycosides,709.0,24.4
Latvia,2010,Pseudomonas aeruginosa,Aminoglycosides,21.0,28.6
Latvia,2011,Pseudomonas aeruginosa,Aminoglycosides,12.0,25.0
Latvia,2012,Pseudomonas aeruginosa,Aminoglycosides,18.0,22.2
Latvia,2013,Pseudomonas aeruginosa,Aminoglycosides,25.0,20.0
Latvia,2014,Pseudomonas aeruginosa,Aminoglycosides,18.0,5.6
Lithuania,2010,Pseudomonas aeruginosa,Aminoglycosides,31.0,12.9
Lithuania,2011,Pseudomonas aeruginosa,Aminoglycosides,30.0,13.3
Lithuania,2012,Pseudomonas aeruginosa,Aminoglycosides,28.0,14.3
Lithuania,2013,Pseudomonas aeruginosa,Aminoglycosides,37.0,13.5
Lithuania,2014,Pseudomonas aeruginosa,Aminoglycosides,31.0,25.8
Luxembourg,2010,Pseudomonas aeruginosa,Aminoglycosides,32.0,9.4
Luxembourg,2011,Pseudomonas aeruginosa,Aminoglycosides,32.0,15.6
Luxembourg,2012,Pseudomonas aeruginosa,Aminoglycosides,31.0,6.5
Luxembourg,2013,Pseudomonas aeruginosa,Aminoglycosides,34.0,23.5
Luxembourg,2014,Pseudomonas aeruginosa,Aminoglycosides,41.0,7.3
Malta,2010,Pseudomonas aeruginosa,Aminoglycosides,42.0,31.0
Malta,2011,Pseudomonas aeruginosa,Aminoglycosides,42.0,33.3
Malta,2012,Pseudomonas aeruginosa,Aminoglycosides,31.0,6.5
Malta,2013,Pseudomonas aeruginosa,Aminoglycosides,25.0,0.0
Malta,2014,Pseudomonas aeruginosa,Aminoglycosides,38.0,13.2
Netherlands,2010,Pseudomonas aeruginosa,Aminoglycosides,376.0,2.7
Netherlands,2011,Pseudomonas aeruginosa,Aminoglycosides,434.0,5.1
Netherlands,2012,Pseudomonas aeruginosa,Aminoglycosides,404.0,4.0
Netherlands,2013,Pseudomonas aeruginosa,Aminoglycosides,374.0,2.9
Netherlands,2014,Pseudomonas aeruginosa,Aminoglycosides,547.0,2.9
Norway,2010,Pseudomonas aeruginosa,Aminoglycosides,167.0,0.6
Norway,2011,Pseudomonas aeruginosa,Aminoglycosides,147.0,0.0
Norway,2012,Pseudomonas aeruginosa,Aminoglycosides,197.0,2.0
Norway,2013,Pseudomonas aeruginosa,Aminoglycosides,194.0,1.5
Norway,2014,Pseudomonas aeruginosa,Aminoglycosides,240.0,1.3
Poland,2010,Pseudomonas aeruginosa,Aminoglycosides,165.0,30.3
Poland,2011,Pseudomonas aeruginosa,Aminoglycosides,198.0,32.8
Poland,2012,Pseudomonas aeruginosa,Aminoglycosides,176.0,24.4
Poland,2013,Pseudomonas aeruginosa,Aminoglycosides,196.0,24.5
Poland,2014,Pseudomonas aeruginosa,Aminoglycosides,,
Portugal,2010,Pseudomonas aeruginosa,Aminoglycosides,547.0,14.1
Portugal,2011,Pseudomonas aeruginosa,Aminoglycosides,526.0,15.4
Portugal,2012,Pseudomonas aeruginosa,Aminoglycosides,586.0,14.7
Portugal,2013,Pseudomonas aeruginosa,Aminoglycosides,737.0,14.2
Portugal,2014,Pseudomonas aeruginosa,Aminoglycosides,1064.0,17.6
Romania,2010,Pseudomonas aeruginosa,Aminoglycosides,10.0,50.0
Romania,2011,Pseudomonas aeruginosa,Aminoglycosides,10.0,60.0
Romania,2012,Pseudomonas aeruginosa,Aminoglycosides,45.0,51.1
Romania,2013,Pseudomonas aeruginosa,Aminoglycosides,86.0,51.2
Romania,2014,Pseudomonas aeruginosa,Aminoglycosides,93.0,63.4
Slovakia,2010,Pseudomonas aeruginosa,Aminoglycosides,,
Slovakia,2011,Pseudomonas aeruginosa,Aminoglycosides,267.0,52.8
Slovakia,2012,Pseudomonas aeruginosa,Aminoglycosides,199.0,41.7
Slovakia,2013,Pseudomonas aeruginosa,Aminoglycosides,286.0,38.8
Slovakia,2014,Pseudomonas aeruginosa,Aminoglycosides,276.0,37.0
Slovenia,2010,Pseudomonas aeruginosa,Aminoglycosides,95.0,8.4
Slovenia,2011,Pseudomonas aeruginosa,Aminoglycosides,118.0,8.5
Slovenia,2012,Pseudomonas aeruginosa,Aminoglycosides,134.0,9.7
Slovenia,2013,Pseudomonas aeruginosa,Aminoglycosides,133.0,7.5
Slovenia,2014,Pseudomonas aeruginosa,Aminoglycosides,112.0,17.0
Spain,2010,Pseudomonas aeruginosa,Aminoglycosides,749.0,18.4
Spain,2011,Pseudomonas aeruginosa,Aminoglycosides,839.0,18.7
Spain,2012,Pseudomonas aeruginosa,Aminoglycosides,853.0,16.5
Spain,2013,Pseudomonas aeruginosa,Aminoglycosides,825.0,14.9
Spain,2014,Pseudomonas aeruginosa,Aminoglycosides,873.0,16.8
Sweden,2010,Pseudomonas aeruginosa,Aminoglycosides,278.0,0.0
Sweden,2011,Pseudomonas aeruginosa,Aminoglycosides,331.0,1.5
Sweden,2012,Pseudomonas aeruginosa,Aminoglycosides,357.0,1.7
Sweden,2013,Pseudomonas aeruginosa,Aminoglycosides,519.0,2.9
Sweden,2014,Pseudomonas aeruginosa,Aminoglycosides,313.0,0.6
United Kingdom,2010,Pseudomonas aeruginosa,Aminoglycosides,575.0,1.9
United Kingdom,2011,Pseudomonas aeruginosa,Aminoglycosides,590.0,3.4
United Kingdom,2012,Pseudomonas aeruginosa,Aminoglycosides,667.0,2.2
United Kingdom,2013,Pseudomonas aeruginosa,Aminoglycosides,715.0,2.5
United Kingdom,2014,Pseudomonas aeruginosa,Aminoglycosides,641.0,1.9
Austria,2010,Pseudomonas aeruginosa,Carbapenems,473.0,14.4
Austria,2011,Pseudomonas aeruginosa,Carbapenems,538.0,13.6
Austria,2012,Pseudomonas aeruginosa,Carbapenems,562.0,14.6
Austria,2013,Pseudomonas aeruginosa,Carbapenems,616.0,12.3
Austria,2014,Pseudomonas aeruginosa,Carbapenems,636.0,12.7
Belgium,2010,Pseudomonas aeruginosa,Carbapenems,130.0,4.6
Belgium,2011,Pseudomonas aeruginosa,Carbapenems,459.0,10.7
Belgium,2012,Pseudomonas aeruginosa,Carbapenems,391.0,9.7
Belgium,2013,Pseudomonas aeruginosa,Carbapenems,518.0,11.0
Belgium,2014,Pseudomonas aeruginosa,Carbapenems,344.0,10.2
Bulgaria,2010,Pseudomonas aeruginosa,Carbapenems,42.0,31.0
Bulgaria,2011,Pseudomonas aeruginosa,Carbapenems,48.0,29.2
Bulgaria,2012,Pseudomonas aeruginosa,Carbapenems,51.0,31.4
Bulgaria,2013,Pseudomonas aeruginosa,Carbapenems,59.0,13.6
Bulgaria,2014,Pseudomonas aeruginosa,Carbapenems,48.0,29.2
Croatia,2010,Pseudomonas aeruginosa,Carbapenems,210.0,28.6
Croatia,2011,Pseudomonas aeruginosa,Carbapenems,226.0,29.6
Croatia,2012,Pseudomonas aeruginosa,Carbapenems,195.0,26.2
Croatia,2013,Pseudomonas aeruginosa,Carbapenems,241.0,25.3
Croatia,2014,Pseudomonas aeruginosa,Carbapenems,232.0,35.3
Cyprus,2010,Pseudomonas aeruginosa,Carbapenems,48.0,29.2
Cyprus,2011,Pseudomonas aeruginosa,Carbapenems,51.0,43.1
Cyprus,2012,Pseudomonas aeruginosa,Carbapenems,52.0,19.2
Cyprus,2013,Pseudomonas aeruginosa,Carbapenems,47.0,19.1
Cyprus,2014,Pseudomonas aeruginosa,Carbapenems,42.0,33.3
Czech Republic,2010,Pseudomonas aeruginosa,Carbapenems,510.0,16.5
Czech Republic,2011,Pseudomonas aeruginosa,Carbapenems,448.0,13.2
Czech Republic,2012,Pseudomonas aeruginosa,Carbapenems,489.0,15.1
Czech Republic,2013,Pseudomonas aeruginosa,Carbapenems,516.0,15.7
Czech Republic,2014,Pseudomonas aeruginosa,Carbapenems,448.0,14.1
Denmark,2010,Pseudomonas aeruginosa,Carbapenems,356.0,3.1
Denmark,2011,Pseudomonas aeruginosa,Carbapenems,403.0,5.5
Denmark,2012,Pseudomonas aeruginosa,Carbapenems,355.0,3.7
Denmark,2013,Pseudomonas aeruginosa,Carbapenems,410.0,2.9
Denmark,2014,Pseudomonas aeruginosa,Carbapenems,386.0,4.7
Estonia,2010,Pseudomonas aeruginosa,Carbapenems,42.0,21.4
Estonia,2011,Pseudomonas aeruginosa,Carbapenems,12.0,8.3
Estonia,2012,Pseudomonas aeruginosa,Carbapenems,32.0,12.5
Estonia,2013,Pseudomonas aeruginosa,Carbapenems,20.0,10.0
Estonia,2014,Pseudomonas aeruginosa,Carbapenems,39.0,15.4
Finland,2010,Pseudomonas aeruginosa,Carbapenems,275.0,9.8
Finland,2011,Pseudomonas aeruginosa,Carbapenems,269.0,10.8
Finland,2012,Pseudomonas aeruginosa,Carbapenems,327.0,6.1
Finland,2013,Pseudomonas aeruginosa,Carbapenems,326.0,10.4
Finland,2014,Pseudomonas aeruginosa,Carbapenems,307.0,7.2
France,2010,Pseudomonas aeruginosa,Carbapenems,1186.0,17.8
France,2011,Pseudomonas aeruginosa,Carbapenems,1622.0,20.0
France,2012,Pseudomonas aeruginosa,Carbapenems,1722.0,18.0
France,2013,Pseudomonas aeruginosa,Carbapenems,1862.0,17.2
France,2014,Pseudomonas aeruginosa,Carbapenems,1780.0,18.7
Germany,2010,Pseudomonas aeruginosa,Carbapenems,311.0,12.5
Germany,2011,Pseudomonas aeruginosa,Carbapenems,386.0,9.8
Germany,2012,Pseudomonas aeruginosa,Carbapenems,438.0,10.7
Germany,2013,Pseudomonas aeruginosa,Carbapenems,609.0,15.3
Germany,2014,Pseudomonas aeruginosa,Carbapenems,642.0,17.0
Greece,2010,Pseudomonas aeruginosa,Carbapenems,999.0,43.1
Greece,2011,Pseudomonas aeruginosa,Carbapenems,900.0,54.0
Greece,2012,Pseudomonas aeruginosa,Carbapenems,907.0,47.7
Greece,2013,Pseudomonas aeruginosa,Carbapenems,877.0,49.3
Greece,2014,Pseudomonas aeruginosa,Carbapenems,699.0,42.9
Hungary,2010,Pseudomonas aeruginosa,Carbapenems,635.0,24.9
Hungary,2011,Pseudomonas aeruginosa,Carbapenems,604.0,21.2
Hungary,2012,Pseudomonas aeruginosa,Carbapenems,619.0,27.5
Hungary,2013,Pseudomonas aeruginosa,Carbapenems,668.0,30.2
Hungary,2014,Pseudomonas aeruginosa,Carbapenems,744.0,33.5
Iceland,2010,Pseudomonas aeruginosa,Carbapenems,12.0,0.0
Iceland,2011,Pseudomonas aeruginosa,Carbapenems,17.0,5.9
Iceland,2012,Pseudomonas aeruginosa,Carbapenems,10.0,10.0
Iceland,2013,Pseudomonas aeruginosa,Carbapenems,11.0,9.1
Iceland,2014,Pseudomonas aeruginosa,Carbapenems,11.0,9.1
Ireland,2010,Pseudomonas aeruginosa,Carbapenems,216.0,6.5
Ireland,2011,Pseudomonas aeruginosa,Carbapenems,180.0,6.1
Ireland,2012,Pseudomonas aeruginosa,Carbapenems,213.0,11.3
Ireland,2013,Pseudomonas aeruginosa,Carbapenems,204.0,9.3
Ireland,2014,Pseudomonas aeruginosa,Carbapenems,177.0,8.5
Italy,2010,Pseudomonas aeruginosa,Carbapenems,509.0,22.0
Italy,2011,Pseudomonas aeruginosa,Carbapenems,316.0,20.6
Italy,2012,Pseudomonas aeruginosa,Carbapenems,682.0,25.1
Italy,2013,Pseudomonas aeruginosa,Carbapenems,788.0,25.9
Italy,2014,Pseudomonas aeruginosa,Carbapenems,753.0,25.1
Latvia,2010,Pseudomonas aeruginosa,Carbapenems,21.0,14.3
Latvia,2011,Pseudomonas aeruginosa,Carbapenems,12.0,8.3
Latvia,2012,Pseudomonas aeruginosa,Carbapenems,18.0,11.1
Latvia,2013,Pseudomonas aeruginosa,Carbapenems,25.0,28.0
Latvia,2014,Pseudomonas aeruginosa,Carbapenems,18.0,16.7
Lithuania,2010,Pseudomonas aeruginosa,Carbapenems,30.0,26.7
Lithuania,2011,Pseudomonas aeruginosa,Carbapenems,30.0,20.0
Lithuania,2012,Pseudomonas aeruginosa,Carbapenems,28.0,17.9
Lithuania,2013,Pseudomonas aeruginosa,Carbapenems,37.0,18.9
Lithuania,2014,Pseudomonas aeruginosa,Carbapenems,31.0,29.0
Luxembourg,2010,Pseudomonas aeruginosa,Carbapenems,32.0,9.4
Luxembourg,2011,Pseudomonas aeruginosa,Carbapenems,32.0,15.6
Luxembourg,2012,Pseudomonas aeruginosa,Carbapenems,31.0,6.5
Luxembourg,2013,Pseudomonas aeruginosa,Carbapenems,34.0,17.6
Luxembourg,2014,Pseudomonas aeruginosa,Carbapenems,42.0,4.8
Malta,2010,Pseudomonas aeruginosa,Carbapenems,42.0,23.8
Malta,2011,Pseudomonas aeruginosa,Carbapenems,42.0,23.8
Malta,2012,Pseudomonas aeruginosa,Carbapenems,31.0,3.2
Malta,2013,Pseudomonas aeruginosa,Carbapenems,25.0,16.0
Malta,2014,Pseudomonas aeruginosa,Carbapenems,38.0,15.8
Netherlands,2010,Pseudomonas aeruginosa,Carbapenems,371.0,2.7
Netherlands,2011,Pseudomonas aeruginosa,Carbapenems,431.0,3.5
Netherlands,2012,Pseudomonas aeruginosa,Carbapenems,397.0,3.3
Netherlands,2013,Pseudomonas aeruginosa,Carbapenems,375.0,3.5
Netherlands,2014,Pseudomonas aeruginosa,Carbapenems,543.0,4.4
Norway,2010,Pseudomonas aeruginosa,Carbapenems,168.0,1.2
Norway,2011,Pseudomonas aeruginosa,Carbapenems,148.0,4.1
Norway,2012,Pseudomonas aeruginosa,Carbapenems,208.0,6.7
Norway,2013,Pseudomonas aeruginosa,Carbapenems,206.0,5.8
Norway,2014,Pseudomonas aeruginosa,Carbapenems,256.0,5.9
Poland,2010,Pseudomonas aeruginosa,Carbapenems,167.0,24.6
Poland,2011,Pseudomonas aeruginosa,Carbapenems,184.0,24.5
Poland,2012,Pseudomonas aeruginosa,Carbapenems,171.0,22.8
Poland,2013,Pseudomonas aeruginosa,Carbapenems,189.0,32.3
Poland,2014,Pseudomonas aeruginosa,Carbapenems,,
Portugal,2010,Pseudomonas aeruginosa,Carbapenems,534.0,16.1
Portugal,2011,Pseudomonas aeruginosa,Carbapenems,505.0,19.8
Portugal,2012,Pseudomonas aeruginosa,Carbapenems,568.0,20.4
Portugal,2013,Pseudomonas aeruginosa,Carbapenems,733.0,20.6
Portugal,2014,Pseudomonas aeruginosa,Carbapenems,1064.0,22.5
Romania,2010,Pseudomonas aeruginosa,Carbapenems,10.0,70.0
Romania,2011,Pseudomonas aeruginosa,Carbapenems,10.0,60.0
Romania,2012,Pseudomonas aeruginosa,Carbapenems,45.0,57.8
Romania,2013,Pseudomonas aeruginosa,Carbapenems,86.0,60.5
Romania,2014,Pseudomonas aeruginosa,Carbapenems,94.0,58.5
Slovakia,2010,Pseudomonas aeruginosa,Carbapenems,,
Slovakia,2011,Pseudomonas aeruginosa,Carbapenems,249.0,30.5
Slovakia,2012,Pseudomonas aeruginosa,Carbapenems,179.0,40.8
Slovakia,2013,Pseudomonas aeruginosa,Carbapenems,214.0,58.9
Slovakia,2014,Pseudomonas aeruginosa,Carbapenems,250.0,38.4
Slovenia,2010,Pseudomonas aeruginosa,Carbapenems,89.0,19.1
Slovenia,2011,Pseudomonas aeruginosa,Carbapenems,118.0,23.7
Slovenia,2012,Pseudomonas aeruginosa,Carbapenems,134.0,21.6
Slovenia,2013,Pseudomonas aeruginosa,Carbapenems,133.0,25.6
Slovenia,2014,Pseudomonas aeruginosa,Carbapenems,112.0,31.3
Spain,2010,Pseudomonas aeruginosa,Carbapenems,749.0,17.8
Spain,2011,Pseudomonas aeruginosa,Carbapenems,839.0,16.3
Spain,2012,Pseudomonas aeruginosa,Carbapenems,853.0,16.4
Spain,2013,Pseudomonas aeruginosa,Carbapenems,825.0,17.6
Spain,2014,Pseudomonas aeruginosa,Carbapenems,872.0,18.5
Sweden,2010,Pseudomonas aeruginosa,Carbapenems,337.0,4.5
Sweden,2011,Pseudomonas aeruginosa,Carbapenems,487.0,8.0
Sweden,2012,Pseudomonas aeruginosa,Carbapenems,357.0,5.3
Sweden,2013,Pseudomonas aeruginosa,Carbapenems,517.0,7.2
Sweden,2014,Pseudomonas aeruginosa,Carbapenems,408.0,7.1
United Kingdom,2010,Pseudomonas aeruginosa,Carbapenems,493.0,6.5
United Kingdom,2011,Pseudomonas aeruginosa,Carbapenems,540.0,5.6
United Kingdom,2012,Pseudomonas aeruginosa,Carbapenems,603.0,6.3
United Kingdom,2013,Pseudomonas aeruginosa,Carbapenems,671.0,5.2
United Kingdom,2014,Pseudomonas aeruginosa,Carbapenems,590.0,6.3
Austria,2010,Pseudomonas aeruginosa,Ceftazidime,461.0,7.6
Austria,2011,Pseudomonas aeruginosa,Ceftazidime,498.0,10.6
Austria,2012,Pseudomonas aeruginosa,Ceftazidime,572.0,14.0
Austria,2013,Pseudomonas aeruginosa,Ceftazidime,608.0,9.5
Austria,2014,Pseudomonas aeruginosa,Ceftazidime,631.0,8.7
Belgium,2010,Pseudomonas aeruginosa,Ceftazidime,120.0,6.7
Belgium,2011,Pseudomonas aeruginosa,Ceftazidime,417.0,8.9
Belgium,2012,Pseudomonas aeruginosa,Ceftazidime,326.0,8.3
Belgium,2013,Pseudomonas aeruginosa,Ceftazidime,459.0,9.4
Belgium,2014,Pseudomonas aeruginosa,Ceftazidime,316.0,8.9
Bulgaria,2010,Pseudomonas aeruginosa,Ceftazidime,37.0,18.9
Bulgaria,2011,Pseudomonas aeruginosa,Ceftazidime,39.0,30.8
Bulgaria,2012,Pseudomonas aeruginosa,Ceftazidime,52.0,34.6
Bulgaria,2013,Pseudomonas aeruginosa,Ceftazidime,56.0,12.5
Bulgaria,2014,Pseudomonas aeruginosa,Ceftazidime,47.0,29.8
Croatia,2010,Pseudomonas aeruginosa,Ceftazidime,197.0,11.2
Croatia,2011,Pseudomonas aeruginosa,Ceftazidime,215.0,17.7
Croatia,2012,Pseudomonas aeruginosa,Ceftazidime,189.0,11.6
Croatia,2013,Pseudomonas aeruginosa,Ceftazidime,239.0,18.8
Croatia,2014,Pseudomonas aeruginosa,Ceftazidime,227.0,24.2
Cyprus,2010,Pseudomonas aeruginosa,Ceftazidime,48.0,16.7
Cyprus,2011,Pseudomonas aeruginosa,Ceftazidime,51.0,23.5
Cyprus,2012,Pseudomonas aeruginosa,Ceftazidime,52.0,15.4
Cyprus,2013,Pseudomonas aeruginosa,Ceftazidime,47.0,12.8
Cyprus,2014,Pseudomonas aeruginosa,Ceftazidime,42.0,23.8
Czech Republic,2010,Pseudomonas aeruginosa,Ceftazidime,509.0,28.5
Czech Republic,2011,Pseudomonas aeruginosa,Ceftazidime,448.0,20.3
Czech Republic,2012,Pseudomonas aeruginosa,Ceftazidime,489.0,20.4
Czech Republic,2013,Pseudomonas aeruginosa,Ceftazidime,516.0,22.9
Czech Republic,2014,Pseudomonas aeruginosa,Ceftazidime,446.0,21.5
Denmark,2010,Pseudomonas aeruginosa,Ceftazidime,358.0,2.8
Denmark,2011,Pseudomonas aeruginosa,Ceftazidime,402.0,5.2
Denmark,2012,Pseudomonas aeruginosa,Ceftazidime,325.0,4.9
Denmark,2013,Pseudomonas aeruginosa,Ceftazidime,357.0,3.1
Denmark,2014,Pseudomonas aeruginosa,Ceftazidime,386.0,3.9
Estonia,2010,Pseudomonas aeruginosa,Ceftazidime,9.0,
Estonia,2011,Pseudomonas aeruginosa,Ceftazidime,4.0,
Estonia,2012,Pseudomonas aeruginosa,Ceftazidime,29.0,17.2
Estonia,2013,Pseudomonas aeruginosa,Ceftazidime,19.0,0.0
Estonia,2014,Pseudomonas aeruginosa,Ceftazidime,28.0,7.1
Finland,2010,Pseudomonas aeruginosa,Ceftazidime,281.0,2.8
Finland,2011,Pseudomonas aeruginosa,Ceftazidime,215.0,9.3
Finland,2012,Pseudomonas aeruginosa,Ceftazidime,317.0,5.0
Finland,2013,Pseudomonas aeruginosa,Ceftazidime,321.0,5.0
Finland,2014,Pseudomonas aeruginosa,Ceftazidime,307.0,6.2
France,2010,Pseudomonas aeruginosa,Ceftazidime,1009.0,12.7
France,2011,Pseudomonas aeruginosa,Ceftazidime,1466.0,16.0
France,2012,Pseudomonas aeruginosa,Ceftazidime,1607.0,14.1
France,2013,Pseudomonas aeruginosa,Ceftazidime,1868.0,11.5
France,2014,Pseudomonas aeruginosa,Ceftazidime,1778.0,12.0
