country,year,bacterium,antibiotic,n_isolates,pct_resistant,resistance_level
Belgium,2014,Pseudomonas aeruginosa,Aminoglycosides,317.0,10.1,Medium
Bulgaria,2010,Pseudomonas aeruginosa,Aminoglycosides,42.0,21.4,Medium
Bulgaria,2011,Pseudomonas aeruginosa,Aminoglycosides,48.0,37.5,High
Bulgaria,2012,Pseudomonas aeruginosa,Aminoglycosides,52.0,32.7,High
Bulgaria,2013,Pseudomonas aeruginosa,Aminoglycosides,60.0,20.0,Medium
Bulgaria,2014,Pseudomonas aeruginosa,Aminoglycosides,48.0,31.3,High
Croatia,2010,Pseudomonas aeruginosa,Aminoglycosides,210.0,26.2,High
Croatia,2011,Pseudomonas aeruginosa,Aminoglycosides,227.0,35.2,High
Croatia,2012,Pseudomonas aeruginosa,Aminoglycosides,197.0,25.4,High
Croatia,2013,Pseudomonas aeruginosa,Aminoglycosides,246.0,23.6,Medium
Croatia,2014,Pseudomonas aeruginosa,Aminoglycosides,232.0,35.3,High
Cyprus,2010,Pseudomonas aeruginosa,Aminoglycosides,48.0,10.4,Medium
Cyprus,2011,Pseudomonas aeruginosa,Aminoglycosides,51.0,15.7,Medium
Cyprus,2012,Pseudomonas aeruginosa,Aminoglycosides,52.0,15.4,Medium
Cyprus,2013,Pseudomonas aeruginosa,Aminoglycosides,47.0,4.3,Low
Cyprus,2014,Pseudomonas aeruginosa,Aminoglycosides,42.0,14.3,Medium
Czech Republic,2010,Pseudomonas aeruginosa,Aminoglycosides,510.0,32.7,High
Czech Republic,2011,Pseudomonas aeruginosa,Aminoglycosides,448.0,24.1,Medium
Czech Republic,2012,Pseudomonas aeruginosa,Aminoglycosides,489.0,23.7,Medium
Czech Republic,2013,Pseudomonas aeruginosa,Aminoglycosides,516.0,26.2,High
Czech Republic,2014,Pseudomonas aeruginosa,Aminoglycosides,446.0,20.6,Medium
Denmark,2010,Pseudomonas aeruginosa,Aminoglycosides,375.0,1.3,Low
Denmark,2011,Pseudomonas aeruginosa,Aminoglycosides,404.0,2.2,Low
Denmark,2012,Pseudomonas aeruginosa,Aminoglycosides,372.0,3.8,Low
Denmark,2013,Pseudomonas aeruginosa,Aminoglycosides,408.0,4.9,Low
Denmark,2014,Pseudomonas aeruginosa,Aminoglycosides,388.0,2.3,Low
Estonia,2010,Pseudomonas aeruginosa,Aminoglycosides,10.0,20.0,Medium
Estonia,2011,Pseudomonas aeruginosa,Aminoglycosides,16.0,0.0,Low
Estonia,2012,Pseudomonas aeruginosa,Aminoglycosides,33.0,24.2,Medium
Estonia,2013,Pseudomonas aeruginosa,Aminoglycosides,21.0,9.5,Low
Estonia,2014,Pseudomonas aeruginosa,Aminoglycosides,40.0,7.5,Low
Finland,2010,Pseudomonas aeruginosa,Aminoglycosides,270.0,4.1,Low
Finland,2011,Pseudomonas aeruginosa,Aminoglycosides,269.0,4.8,Low
Finland,2012,Pseudomonas aeruginosa,Aminoglycosides,326.0,2.5,Low
Finland,2013,Pseudomonas aeruginosa,Aminoglycosides,326.0,3.1,Low
Finland,2014,Pseudomonas aeruginosa,Aminoglycosides,305.0,2.3,Low
France,2010,Pseudomonas aeruginosa,Aminoglycosides,1138.0,18.4,Medium
France,2011,Pseudomonas aeruginosa,Aminoglycosides,1599.0,21.3,Medium
France,2012,Pseudomonas aeruginosa,Aminoglycosides,1259.0,24.5,Medium
France,2013,Pseudomonas aeruginosa,Aminoglycosides,1869.0,15.5,Medium
France,2014,Pseudomonas aeruginosa,Aminoglycosides,1787.0,18.0,Medium
Germany,2010,Pseudomonas aeruginosa,Aminoglycosides,315.0,10.2,Medium
Germany,2011,Pseudomonas aeruginosa,Aminoglycosides,386.0,11.7,Medium
Germany,2012,Pseudomonas aeruginosa,Aminoglycosides,436.0,10.6,Medium
Germany,2013,Pseudomonas aeruginosa,Aminoglycosides,609.0,7.6,Low
Germany,2014,Pseudomonas aeruginosa,Aminoglycosides,643.0,5.9,Low
Greece,2010,Pseudomonas aeruginosa,Aminoglycosides,997.0,42.8,High
Greece,2011,Pseudomonas aeruginosa,Aminoglycosides,935.0,38.2,High
Greece,2012,Pseudomonas aeruginosa,Aminoglycosides,897.0,40.7,High
Greece,2013,Pseudomonas aeruginosa,Aminoglycosides,860.0,41.6,High
Greece,2014,Pseudomonas aeruginosa,Aminoglycosides,677.0,37.1,High
Hungary,2010,Pseudomonas aeruginosa,Aminoglycosides,636.0,28.9,High
Hungary,2011,Pseudomonas aeruginosa,Aminoglycosides,605.0,18.0,Medium
Hungary,2012,Pseudomonas aeruginosa,Aminoglycosides,619.0,26.7,High
Hungary,2013,Pseudomonas aeruginosa,Aminoglycosides,664.0,25.0,High
Hungary,2014,Pseudomonas aeruginosa,Aminoglycosides,741.0,21.3,Medium
Iceland,2010,Pseudomonas aeruginosa,Aminoglycosides,12.0,0.0,Low
Iceland,2011,Pseudomonas aeruginosa,Aminoglycosides,17.0,0.0,Low
Iceland,2012,Pseudomonas aeruginosa,Aminoglycosides,10.0,0.0,Low
Iceland,2013,Pseudomonas aeruginosa,Aminoglycosides,11.0,0.0,Low
Iceland,2014,Pseudomonas aeruginosa,Aminoglycosides,11.0,0.0,Low
Ireland,2010,Pseudomonas aeruginosa,Aminoglycosides,219.0,4.6,Low
Ireland,2011,Pseudomonas aeruginosa,Aminoglycosides,181.0,3.9,Low
Ireland,2012,Pseudomonas aeruginosa,Aminoglycosides,215.0,9.8,Low
Ireland,2013,Pseudomonas aeruginosa,Aminoglycosides,205.0,10.7,Medium
Ireland,2014,Pseudomonas aeruginosa,Aminoglycosides,178.0,5.6,Low
Italy,2010,Pseudomonas aeruginosa,Aminoglycosides,511.0,22.5,Medium
Italy,2011,Pseudomonas aeruginosa,Aminoglycosides,335.0,17.6,Medium
Italy,2012,Pseudomonas aeruginosa,Aminoglycosides,701.0,30.2,High
Italy,2013,Pseudomonas aeruginosa,Aminoglycosides,783.0,27.2,High
Italy,2014,Pseudomonas aeruginosa,Aminoglycosides,709.0,24.4,Medium
Latvia,2010,Pseudomonas aeruginosa,Aminoglycosides,21.0,28.6,High
Latvia,2011,Pseudomonas aeruginosa,Aminoglycosides,12.0,25.0,High
Latvia,2012,Pseudomonas aeruginosa,Aminoglycosides,18.0,22.2,Medium
Latvia,2013,Pseudomonas aeruginosa,Aminoglycosides,25.0,20.0,Medium
Latvia,2014,Pseudomonas aeruginosa,Aminoglycosides,18.0,5.6,Low
Lithuania,2010,Pseudomonas aeruginosa,Aminoglycosides,31.0,12.9,Medium
Lithuania,2011,Pseudomonas aeruginosa,Aminoglycosides,30.0,13.3,Medium
Lithuania,2012,Pseudomonas aeruginosa,Aminoglycosides,28.0,14.3,Medium
Lithuania,2013,Pseudomonas aeruginosa,Aminoglycosides,37.0,13.5,Medium
Lithuania,2014,Pseudomonas aeruginosa,Aminoglycosides,31.0,25.8,High
Luxembourg,2010,Pseudomonas aeruginosa,Aminoglycosides,32.0,9.4,Low
Luxembourg,2011,Pseudomonas aeruginosa,Aminoglycosides,32.0,15.6,Medium
Luxembourg,2012,Pseudomonas aeruginosa,Aminoglycosides,31.0,6.5,Low
Luxembourg,2013,Pseudomonas aeruginosa,Aminoglycosides,34.0,23.5,Medium
Luxembourg,2014,Pseudomonas aeruginosa,Aminoglycosides,41.0,7.3,Low
Malta,2010,Pseudomonas aeruginosa,Aminoglycosides,42.0,31.0,High
Malta,2011,Pseudomonas aeruginosa,Aminoglycosides,42.0,33.3,High
Malta,2012,Pseudomonas aeruginosa,Aminoglycosides,31.0,6.5,Low
Malta,2013,Pseudomonas aeruginosa,Aminoglycosides,25.0,0.0,Low
Malta,2014,Pseudomonas aeruginosa,Aminoglycosides,38.0,13.2,Medium
Netherlands,2010,Pseudomonas aeruginosa,Aminoglycosides,376.0,2.7,Low
Netherlands,2011,Pseudomonas aeruginosa,Aminoglycosides,434.0,5.1,Low
Netherlands,2012,Pseudomonas aeruginosa,Aminoglycosides,404.0,4.0,Low
Netherlands,2013,Pseudomonas aeruginosa,Aminoglycosides,374.0,2.9,Low
Netherlands,2014,Pseudomonas aeruginosa,Aminoglycosides,547.0,2.9,Low
Norway,2010,Pseudomonas aeruginosa,Aminoglycosides,167.0,0.6,Low
Norway,2011,Pseudomonas aeruginosa,Aminoglycosides,147.0,0.0,Low
Norway,2012,Pseudomonas aeruginosa,Aminoglycosides,197.0,2.0,Low
Norway,2013,Pseudomonas aeruginosa,Aminoglycosides,194.0,1.5,Low
Norway,2014,Pseudomonas aeruginosa,Aminoglycosides,240.0,1.3,Low
Poland,2010,Pseudomonas aeruginosa,Aminoglycosides,165.0,30.3,High
Poland,2011,Pseudomonas aeruginosa,Aminoglycosides,198.0,32.8,High
Poland,2012,Pseudomonas aeruginosa,Aminoglycosides,176.0,24.4,Medium
Poland,2013,Pseudomonas aeruginosa,Aminoglycosides,196.0,24.5,Medium
Portugal,2010,Pseudomonas aeruginosa,Aminoglycosides,547.0,14.1,Medium
Portugal,2011,Pseudomonas aeruginosa,Aminoglycosides,526.0,15.4,Medium
Portugal,2012,Pseudomonas aeruginosa,Aminoglycosides,586.0,14.7,Medium
Portugal,2013,Pseudomonas aeruginosa,Aminoglycosides,737.0,14.2,Medium
Portugal,2014,Pseudomonas aeruginosa,Aminoglycosides,1064.0,17.6,Medium
Romania,2010,Pseudomonas aeruginosa,Aminoglycosides,10.0,50.0,High
Romania,2011,Pseudomonas aeruginosa,Aminoglycosides,10.0,60.0,High
Romania,2012,Pseudomonas aeruginosa,Aminoglycosides,45.0,51.1,High
Romania,2013,Pseudomonas aeruginosa,Aminoglycosides,86.0,51.2,High
Romania,2014,Pseudomonas aeruginosa,Aminoglycosides,93.0,63.4,High
Slovakia,2011,Pseudomonas aeruginosa,Aminoglycosides,267.0,52.8,High
Slovakia,2012,Pseudomonas aeruginosa,Aminoglycosides,199.0,41.7,High
Slovakia,2013,Pseudomonas aeruginosa,Aminoglycosides,286.0,38.8,High
Slovakia,2014,Pseudomonas aeruginosa,Aminoglycosides,276.0,37.0,High
Slovenia,2010,Pseudomonas aeruginosa,Aminoglycosides,95.0,8.4,Low
Slovenia,2011,Pseudomonas aeruginosa,Aminoglycosides,118.0,8.5,Low
Slovenia,2012,Pseudomonas aeruginosa,Aminoglycosides,134.0,9.7,Low
Slovenia,2013,Pseudomonas aeruginosa,Aminoglycosides,133.0,7.5,Low
Slovenia,2014,Pseudomonas aeruginosa,Aminoglycosides,112.0,17.0,Medium
Spain,2010,Pseudomonas aeruginosa,Aminoglycosides,749.0,18.4,Medium
Spain,2011,Pseudomonas aeruginosa,Aminoglycosides,839.0,18.7,Medium
Spain,2012,Pseudomonas aeruginosa,Aminoglycosides,853.0,16.5,Medium
Spain,2013,Pseudomonas aeruginosa,Aminoglycosides,825.0,14.9,Medium
Spain,2014,Pseudomonas aeruginosa,Aminoglycosides,873.0,16.8,Medium
Sweden,2010,Pseudomonas aeruginosa,Aminoglycosides,278.0,0.0,Low
Sweden,2011,Pseudomonas aeruginosa,Aminoglycosides,331.0,1.5,Low
Sweden,2012,Pseudomonas aeruginosa,Aminoglycosides,357.0,1.7,Low
Sweden,2013,Pseudomonas aeruginosa,Aminoglycosides,519.0,2.9,Low
Sweden,2014,Pseudomonas aeruginosa,Aminoglycosides,313.0,0.6,Low
United Kingdom,2010,Pseudomonas aeruginosa,Aminoglycosides,575.0,1.9,Low
United Kingdom,2011,Pseudomonas aeruginosa,Aminoglycosides,590.0,3.4,Low
United Kingdom,2012,Pseudomonas aeruginosa,Aminoglycosides,667.0,2.2,Low
United Kingdom,2013,Pseudomonas aeruginosa,Aminoglycosides,715.0,2.5,Low
United Kingdom,2014,Pseudomonas aeruginosa,Aminoglycosides,641.0,1.9,Low
Austria,2010,Pseudomonas aeruginosa,Carbapenems,473.0,14.4,Medium
Austria,2011,Pseudomonas aeruginosa,Carbapenems,538.0,13.6,Medium
Austria,2012,Pseudomonas aeruginosa,Carbapenems,562.0,14.6,Medium
Austria,2013,Pseudomonas aeruginosa,Carbapenems,616.0,12.3,Medium
Austria,2014,Pseudomonas aeruginosa,Carbapenems,636.0,12.7,Medium
Belgium,2010,Pseudomonas aeruginosa,Carbapenems,130.0,4.6,Low
Belgium,2011,Pseudomonas aeruginosa,Carbapenems,459.0,10.7,Medium
Belgium,2012,Pseudomonas aeruginosa,Carbapenems,391.0,9.7,Low
Belgium,2013,Pseudomonas aeruginosa,Carbapenems,518.0,11.0,Medium
Belgium,2014,Pseudomonas aeruginosa,Carbapenems,344.0,10.2,Medium
Bulgaria,2010,Pseudomonas aeruginosa,Carbapenems,42.0,31.0,High
Bulgaria,2011,Pseudomonas aeruginosa,Carbapenems,48.0,29.2,High
Bulgaria,2012,Pseudomonas aeruginosa,Carbapenems,51.0,31.4,High
Bulgaria,2013,Pseudomonas aeruginosa,Carbapenems,59.0,13.6,Medium
Bulgaria,2014,Pseudomonas aeruginosa,Carbapenems,48.0,29.2,High
Croatia,2010,Pseudomonas aeruginosa,Carbapenems,210.0,28.6,High
Croatia,2011,Pseudomonas aeruginosa,Carbapenems,226.0,29.6,High
Croatia,2012,Pseudomonas aeruginosa,Carbapenems,195.0,26.2,High
Croatia,2013,Pseudomonas aeruginosa,Carbapenems,241.0,25.3,High
Croatia,2014,Pseudomonas aeruginosa,Carbapenems,232.0,35.3,High
Cyprus,2010,Pseudomonas aeruginosa,Carbapenems,48.0,29.2,High
Cyprus,2011,Pseudomonas aeruginosa,Carbapenems,51.0,43.1,High
Cyprus,2012,Pseudomonas aeruginosa,Carbapenems,52.0,19.2,Medium
Cyprus,2013,Pseudomonas aeruginosa,Carbapenems,47.0,19.1,Medium
Cyprus,2014,Pseudomonas aeruginosa,Carbapenems,42.0,33.3,High
Czech Republic,2010,Pseudomonas aeruginosa,Carbapenems,510.0,16.5,Medium
Czech Republic,2011,Pseudomonas aeruginosa,Carbapenems,448.0,13.2,Medium
Czech Republic,2012,Pseudomonas aeruginosa,Carbapenems,489.0,15.1,Medium
Czech Republic,2013,Pseudomonas aeruginosa,Carbapenems,516.0,15.7,Medium
Czech Republic,2014,Pseudomonas aeruginosa,Carbapenems,448.0,14.1,Medium
Denmark,2010,Pseudomonas aeruginosa,Carbapenems,356.0,3.1,Low
Denmark,2011,Pseudomonas aeruginosa,Carbapenems,403.0,5.5,Low
Denmark,2012,Pseudomonas aeruginosa,Carbapenems,355.0,3.7,Low
Denmark,2013,Pseudomonas aeruginosa,Carbapenems,410.0,2.9,Low
Denmark,2014,Pseudomonas aeruginosa,Carbapenems,386.0,4.7,Low
Estonia,2010,Pseudomonas aeruginosa,Carbapenems,42.0,21.4,Medium
Estonia,2011,Pseudomonas aeruginosa,Carbapenems,12.0,8.3,Low
Estonia,2012,Pseudomonas aeruginosa,Carbapenems,32.0,12.5,Medium
Estonia,2013,Pseudomonas aeruginosa,Carbapenems,20.0,10.0,Medium
Estonia,2014,Pseudomonas aeruginosa,Carbapenems,39.0,15.4,Medium
Finland,2010,Pseudomonas aeruginosa,Carbapenems,275.0,9.8,Low
Finland,2011,Pseudomonas aeruginosa,Carbapenems,269.0,10.8,Medium
Finland,2012,Pseudomonas aeruginosa,Carbapenems,327.0,6.1,Low
Finland,2013,Pseudomonas aeruginosa,Carbapenems,326.0,10.4,Medium
Finland,2014,Pseudomonas aeruginosa,Carbapenems,307.0,7.2,Low
France,2010,Pseudomonas aeruginosa,Carbapenems,1186.0,17.8,Medium
France,2011,Pseudomonas aeruginosa,Carbapenems,1622.0,20.0,Medium
France,2012,Pseudomonas aeruginosa,Carbapenems,1722.0,18.0,Medium
France,2013,Pseudomonas aeruginosa,Carbapenems,1862.0,17.2,Medium
France,2014,Pseudomonas aeruginosa,Carbapenems,1780.0,18.7,Medium
Germany,2010,Pseudomonas aeruginosa,Carbapenems,311.0,12.5,Medium
Germany,2011,Pseudomonas aeruginosa,Carbapenems,386.0,9.8,Low
Germany,2012,Pseudomonas aeruginosa,Carbapenems,438.0,10.7,Medium
Germany,2013,Pseudomonas aeruginosa,Carbapenems,609.0,15.3,Medium
Germany,2014,Pseudomonas aeruginosa,Carbapenems,642.0,17.0,Medium
Greece,2010,Pseudomonas aeruginosa,Carbapenems,999.0,43.1,High
Greece,2011,Pseudomonas aeruginosa,Carbapenems,900.0,54.0,High
Greece,2012,Pseudomonas aeruginosa,Carbapenems,907.0,47.7,High
Greece,2013,Pseudomonas aeruginosa,Carbapenems,877.0,49.3,High
Greece,2014,Pseudomonas aeruginosa,Carbapenems,699.0,42.9,High
Hungary,2010,Pseudomonas aeruginosa,Carbapenems,635.0,24.9,Medium
Hungary,2011,Pseudomonas aeruginosa,Carbapenems,604.0,21.2,Medium
Hungary,2012,Pseudomonas aeruginosa,Carbapenems,619.0,27.5,High
Hungary,2013,Pseudomonas aeruginosa,Carbapenems,668.0,30.2,High
Hungary,2014,Pseudomonas aeruginosa,Carbapenems,744.0,33.5,High
Iceland,2010,Pseudomonas aeruginosa,Carbapenems,12.0,0.0,Low
Iceland,2011,Pseudomonas aeruginosa,Carbapenems,17.0,5.9,Low
Iceland,2012,Pseudomonas aeruginosa,Carbapenems,10.0,10.0,Medium
Iceland,2013,Pseudomonas aeruginosa,Carbapenems,11.0,9.1,Low
Iceland,2014,Pseudomonas aeruginosa,Carbapenems,11.0,9.1,Low
Ireland,2010,Pseudomonas aeruginosa,Carbapenems,216.0,6.5,Low
Ireland,2011,Pseudomonas aeruginosa,Carbapenems,180.0,6.1,Low
Ireland,2012,Pseudomonas aeruginosa,Carbapenems,213.0,11.3,Medium
Ireland,2013,Pseudomonas aeruginosa,Carbapenems,204.0,9.3,Low
Ireland,2014,Pseudomonas aeruginosa,Carbapenems,177.0,8.5,Low
Italy,2010,Pseudomonas aeruginosa,Carbapenems,509.0,22.0,Medium
Italy,2011,Pseudomonas aeruginosa,Carbapenems,316.0,20.6,Medium
Italy,2012,Pseudomonas aeruginosa,Carbapenems,682.0,25.1,High
Italy,2013,Pseudomonas aeruginosa,Carbapenems,788.0,25.9,High
Italy,2014,Pseudomonas aeruginosa,Carbapenems,753.0,25.1,High
Latvia,2010,Pseudomonas aeruginosa,Carbapenems,21.0,14.3,Medium
Latvia,2011,Pseudomonas aeruginosa,Carbapenems,12.0,8.3,Low
Latvia,2012,Pseudomonas aeruginosa,Carbapenems,18.0,11.1,Medium
Latvia,2013,Pseudomonas aeruginosa,Carbapenems,25.0,28.0,High
Latvia,2014,Pseudomonas aeruginosa,Carbapenems,18.0,16.7,Medium
Lithuania,2010,Pseudomonas aeruginosa,Carbapenems,30.0,26.7,High
Lithuania,2011,Pseudomonas aeruginosa,Carbapenems,30.0,20.0,Medium
Lithuania,2012,Pseudomonas aeruginosa,Carbapenems,28.0,17.9,Medium
Lithuania,2013,Pseudomonas aeruginosa,Carbapenems,37.0,18.9,Medium
Lithuania,2014,Pseudomonas aeruginosa,Carbapenems,31.0,29.0,High
Luxembourg,2010,Pseudomonas aeruginosa,Carbapenems,32.0,9.4,Low
Luxembourg,2011,Pseudomonas aeruginosa,Carbapenems,32.0,15.6,Medium
Luxembourg,2012,Pseudomonas aeruginosa,Carbapenems,31.0,6.5,Low
Luxembourg,2013,Pseudomonas aeruginosa,Carbapenems,34.0,17.6,Medium
Luxembourg,2014,Pseudomonas aeruginosa,Carbapenems,42.0,4.8,Low
Malta,2010,Pseudomonas aeruginosa,Carbapenems,42.0,23.8,Medium
Malta,2011,Pseudomonas aeruginosa,Carbapenems,42.0,23.8,Medium
Malta,2012,Pseudomonas aeruginosa,Carbapenems,31.0,3.2,Low
Malta,2013,Pseudomonas aeruginosa,Carbapenems,25.0,16.0,Medium
Malta,2014,Pseudomonas aeruginosa,Carbapenems,38.0,15.8,Medium
Netherlands,2010,Pseudomonas aeruginosa,Carbapenems,371.0,2.7,Low
Netherlands,2011,Pseudomonas aeruginosa,Carbapenems,431.0,3.5,Low
Netherlands,2012,Pseudomonas aeruginosa,Carbapenems,397.0,3.3,Low
Netherlands,2013,Pseudomonas aeruginosa,Carbapenems,375.0,3.5,Low
Netherlands,2014,Pseudomonas aeruginosa,Carbapenems,543.0,4.4,Low
Norway,2010,Pseudomonas aeruginosa,Carbapenems,168.0,1.2,Low
Norway,2011,Pseudomonas aeruginosa,Carbapenems,148.0,4.1,Low
Norway,2012,Pseudomonas aeruginosa,Carbapenems,208.0,6.7,Low
Norway,2013,Pseudomonas aeruginosa,Carbapenems,206.0,5.8,Low
Norway,2014,Pseudomonas aeruginosa,Carbapenems,256.0,5.9,Low
Poland,2010,Pseudomonas aeruginosa,Carbapenems,167.0,24.6,Medium
Poland,2011,Pseudomonas aeruginosa,Carbapenems,184.0,24.5,Medium
Poland,2012,Pseudomonas aeruginosa,Carbapenems,171.0,22.8,Medium
Poland,2013,Pseudomonas aeruginosa,Carbapenems,189.0,32.3,High
Portugal,2010,Pseudomonas aeruginosa,Carbapenems,534.0,16.1,Medium
Portugal,2011,Pseudomonas aeruginosa,Carbapenems,505.0,19.8,Medium
Portugal,2012,Pseudomonas aeruginosa,Carbapenems,568.0,20.4,Medium
Portugal,2013,Pseudomonas aeruginosa,Carbapenems,733.0,20.6,Medium
Portugal,2014,Pseudomonas aeruginosa,Carbapenems,1064.0,22.5,Medium
Romania,2010,Pseudomonas aeruginosa,Carbapenems,10.0,70.0,High
Romania,2011,Pseudomonas aeruginosa,Carbapenems,10.0,60.0,High
Romania,2012,Pseudomonas aeruginosa,Carbapenems,45.0,57.8,High
Romania,2013,Pseudomonas aeruginosa,Carbapenems,86.0,60.5,High
Romania,2014,Pseudomonas aeruginosa,Carbapenems,94.0,58.5,High
Slovakia,2011,Pseudomonas aeruginosa,Carbapenems,249.0,30.5,High
Slovakia,2012,Pseudomonas aeruginosa,Carbapenems,179.0,40.8,High
Slovakia,2013,Pseudomonas aeruginosa,Carbapenems,214.0,58.9,High
Slovakia,2014,Pseudomonas aeruginosa,Carbapenems,250.0,38.4,High
Slovenia,2010,Pseudomonas aeruginosa,Carbapenems,89.0,19.1,Medium
Slovenia,2011,Pseudomonas aeruginosa,Carbapenems,118.0,23.7,Medium
Slovenia,2012,Pseudomonas aeruginosa,Carbapenems,134.0,21.6,Medium
Slovenia,2013,Pseudomonas aeruginosa,Carbapenems,133.0,25.6,High
Slovenia,2014,Pseudomonas aeruginosa,Carbapenems,112.0,31.3,High
Spain,2010,Pseudomonas aeruginosa,Carbapenems,749.0,17.8,Medium
Spain,2011,Pseudomonas aeruginosa,Carbapenems,839.0,16.3,Medium
Spain,2012,Pseudomonas aeruginosa,Carbapenems,853.0,16.4,Medium
Spain,2013,Pseudomonas aeruginosa,Carbapenems,825.0,17.6,Medium
Spain,2014,Pseudomonas aeruginosa,Carbapenems,872.0,18.5,Medium
Sweden,2010,Pseudomonas aeruginosa,Carbapenems,337.0,4.5,Low
Sweden,2011,Pseudomonas aeruginosa,Carbapenems,487.0,8.0,Low
Sweden,2012,Pseudomonas aeruginosa,Carbapenems,357.0,5.3,Low
Sweden,2013,Pseudomonas aeruginosa,Carbapenems,517.0,7.2,Low
Sweden,2014,Pseudomonas aeruginosa,Carbapenems,408.0,7.1,Low
United Kingdom,2010,Pseudomonas aeruginosa,Carbapenems,493.0,6.5,Low
United Kingdom,2011,Pseudomonas aeruginosa,Carbapenems,540.0,5.6,Low
United Kingdom,2012,Pseudomonas aeruginosa,Carbapenems,603.0,6.3,Low
United Kingdom,2013,Pseudomonas aeruginosa,Carbapenems,671.0,5.2,Low
United Kingdom,2014,Pseudomonas aeruginosa,Carbapenems,590.0,6.3,Low
Austria,2010,Pseudomonas aeruginosa,Ceftazidime,461.0,7.6,Low
Austria,2011,Pseudomonas aeruginosa,Ceftazidime,498.0,10.6,Medium
Austria,2012,Pseudomonas aeruginosa,Ceftazidime,572.0,14.0,Medium
Austria,2013,Pseudomonas aeruginosa,Ceftazidime,608.0,9.5,Low
Austria,2014,Pseudomonas aeruginosa,Ceftazidime,631.0,8.7,Low
Belgium,2010,Pseudomonas aeruginosa,Ceftazidime,120.0,6.7,Low
Belgium,2011,Pseudomonas aeruginosa,Ceftazidime,417.0,8.9,Low
Belgium,2012,Pseudomonas aeruginosa,Ceftazidime,326.0,8.3,Low
Belgium,2013,Pseudomonas aeruginosa,Ceftazidime,459.0,9.4,Low
Belgium,2014,Pseudomonas aeruginosa,Ceftazidime,316.0,8.9,Low
Bulgaria,2010,Pseudomonas aeruginosa,Ceftazidime,37.0,18.9,Medium
Bulgaria,2011,Pseudomonas aeruginosa,Ceftazidime,39.0,30.8,High
Bulgaria,2012,Pseudomonas aeruginosa,Ceftazidime,52.0,34.6,High
Bulgaria,2013,Pseudomonas aeruginosa,Ceftazidime,56.0,12.5,Medium
Bulgaria,2014,Pseudomonas aeruginosa,Ceftazidime,47.0,29.8,High
Croatia,2010,Pseudomonas aeruginosa,Ceftazidime,197.0,11.2,Medium
Croatia,2011,Pseudomonas aeruginosa,Ceftazidime,215.0,17.7,Medium
Croatia,2012,Pseudomonas aeruginosa,Ceftazidime,189.0,11.6,Medium
Croatia,2013,Pseudomonas aeruginosa,Ceftazidime,239.0,18.8,Medium
Croatia,2014,Pseudomonas aeruginosa,Ceftazidime,227.0,24.2,Medium
Cyprus,2010,Pseudomonas aeruginosa,Ceftazidime,48.0,16.7,Medium
Cyprus,2011,Pseudomonas aeruginosa,Ceftazidime,51.0,23.5,Medium
Cyprus,2012,Pseudomonas aeruginosa,Ceftazidime,52.0,15.4,Medium
Cyprus,2013,Pseudomonas aeruginosa,Ceftazidime,47.0,12.8,Medium
Cyprus,2014,Pseudomonas aeruginosa,Ceftazidime,42.0,23.8,Medium
Czech Republic,2010,Pseudomonas aeruginosa,Ceftazidime,509.0,28.5,High
Czech Republic,2011,Pseudomonas aeruginosa,Ceftazidime,448.0,20.3,Medium
Czech Republic,2012,Pseudomonas aeruginosa,Ceftazidime,489.0,20.4,Medium
Czech Republic,2013,Pseudomonas aeruginosa,Ceftazidime,516.0,22.9,Medium
Czech Republic,2014,Pseudomonas aeruginosa,Ceftazidime,446.0,21.5,Medium
Denmark,2010,Pseudomonas aeruginosa,Ceftazidime,358.0,2.8,Low
Denmark,2011,Pseudomonas aeruginosa,Ceftazidime,402.0,5.2,Low
Denmark,2012,Pseudomonas aeruginosa,Ceftazidime,325.0,4.9,Low
Denmark,2013,Pseudomonas aeruginosa,Ceftazidime,357.0,3.1,Low
